"","unique_number","id_no","rev_bis","name_en","name_fr","short_description_en","short_description_fr","justification_en","justification_fr","date_inscribed","secondary_dates","danger_list","longitude","latitude","area_hectares","C1","C2","C3","C4","C5","C6","N7","N8","N9","N10","criteria_txt","category","category_short","states_name_en","states_name_fr","name_en.1","name_fr.1","iso_code","udnp_code","transboundary"
"11",160,145,NA,"Los Glaciares National Park","Parc national de Los Glaciares","<p>The Los Glaciares National Park is an area of exceptional natural beauty, with rugged, towering mountains and numerous glacial lakes, including Lake Argentino, which is 160 km long. At its farthest end, three glaciers meet to dump their effluvia into the milky grey glacial water, launching massive igloo icebergs into the lake with thunderous splashes.</p>","<p>Le parc national de Los Glaciares est un domaine d&rsquo;une beaut&eacute; naturelle exceptionnelle avec ses imposants sommets d&eacute;coup&eacute;s et ses nombreux lacs glaciaires, dont le lac Argentino, long de 160 km. &Agrave; son extr&eacute;mit&eacute;, trois glaciers se rejoignent et d&eacute;versent leurs effluents dans les eaux glaciales d&rsquo;un gris laiteux, sous forme d&rsquo;&eacute;normes icebergs qui tombent dans le lac avec un bruit de tonnerre.</p>",NA,NA,1981,NA,NA,-73.24944,-50,726927,0,0,0,0,0,0,1,1,0,0,"(vii)(viii)","Natural","N","Argentina","Argentine","Latin America and the Caribbean","Amérique latine et Caraïbes","ar","arg",0
"12",340,303,NA,"Iguazu National Park","Parc national de l'Iguazu","<p>The semicircular waterfall at the heart of this site is some 80 m high and 2,700 m in diameter and is situated on a basaltic line spanning the border between Argentina and Brazil. Made up of many cascades producing vast sprays of water, it is one of the most spectacular waterfalls in the world. The surrounding subtropical rainforest has over 2,000 species of vascular plants and is home to the typical wildlife of the region: tapirs, giant anteaters, howler monkeys, ocelots, jaguars and caymans.</p>","<p>Haute de 80 m et longue de 2 700 m sur un front basaltique enjambant la fronti&egrave;re entre l&rsquo;Argentine et le Br&eacute;sil, la cataracte en semi-cercle au c&oelig;ur de ce site est l&rsquo;une des plus spectaculaires du monde. Divis&eacute;e en cascades multiples produisant d&rsquo;immenses embruns, elle est entour&eacute;e d&rsquo;une for&ecirc;t subtropicale humide renfermant plus de 2 000 esp&egrave;ces de plantes vasculaires et abritant une faune typique de la r&eacute;gion : tapirs, fourmiliers g&eacute;ants, singes hurleurs, ocelots, jaguars et ca&iuml;mans.</p>",NA,NA,1984,NA,NA,-54.13333333,-25.51805556,55000,0,0,0,0,0,0,1,0,0,1,"(vii)(x)","Natural","N","Argentina","Argentine","Latin America and the Caribbean","Amérique latine et Caraïbes","ar","arg",0
"13",1091,936,NA,"Cueva de las Manos, Río Pinturas","Cueva de las Manos, Río Pinturas","<p>The Cueva de las Manos, R&iacute;o Pinturas, contains an exceptional assemblage of cave art, executed between 13,000 and 9,500 years ago. It takes its name (Cave of the Hands) from the stencilled outlines of human hands in the cave, but there are also many depictions of animals, such as guanacos (<em>Lama guanicoe</em> ), still commonly found in the region, as well as hunting scenes. The people responsible for the paintings may have been the ancestors of the historic hunter-gatherer communities of Patagonia found by European settlers in the 19th century.</p>","<p>La Cueva de las Manos, R&iacute;o Pinturas, renferme un ensemble exceptionnel d&rsquo;art rupestre ex&eacute;cut&eacute; il y a de cela 13 000 &agrave; 9 500 ans. Elle doit son nom (grotte aux mains) aux impressions de mains &ndash; comme au pochoir &ndash; r&eacute;alis&eacute;es sur ses parois, mais comprend aussi de nombreuses repr&eacute;sentations d&rsquo;animaux, notamment de guanacos (<em>Lama guanic&oelig;</em> ) qui sont toujours pr&eacute;sents dans cette r&eacute;gion, ainsi que des sc&egrave;nes de chasse. Les auteurs de ces peintures pourraient avoir &eacute;t&eacute; les anc&ecirc;tres des communaut&eacute;s historiques de chasseurs-cueilleurs de Patagonie rencontr&eacute;es par les colons europ&eacute;ens au XIXe si&egrave;cle.</p>","<p><em>Criterion (iii):</em> The Cueva de las Manos contains an outstanding collection of prehistoric rock art which bears witness to the culture of the earliest human societies in South America.</p>","<p><em>Crit&egrave;re(iii):</em> La Cueva de las Manos renferme un ensemble exceptionnel d&rsquo;art rupestre pr&eacute;historique qui t&eacute;moigne de la culture des premi&egrave;res soci&eacute;t&eacute;s humaines en Am&eacute;rique du Sud.</p>",1999,NA,NA,-70.66666667,-47.15,600,0,0,1,0,0,0,0,0,0,0,"(iii)","Cultural","C","Argentina","Argentine","Latin America and the Caribbean","Amérique latine et Caraïbes","ar","arg",0
"14",1130,966,NA,"Ischigualasto / Talampaya Natural Parks","Parcs naturels d’Ischigualasto / Talampaya","<p>These two contiguous parks, extending over 275,300 ha in the desert region on the western border of the Sierra Pampeanas of central Argentina, contain the most complete continental fossil record known from the Triassic Period (245-208 million years ago). Six geological formations in the parks contain fossils of a wide range of ancestors of mammals, dinosaurs and plants revealing the evolution of vertebrates and the nature of palaeo-environments in the Triassic Period.</p>","<p>Ces deux parcs contigus s'&eacute;tendent sur plus de 275 300 ha dans la r&eacute;gion d&eacute;sertique jouxtant &agrave; l'ouest les Sierras Pampeanas du centre de l'Argentine. Ils renferment l'ensemble continental le plus complet au monde de fossiles de la p&eacute;riode du Trias (de -245 &agrave; -208 millions d'ann&eacute;es). On y trouve six formations g&eacute;ologiques contenant des fossiles d'un large spectre d'anc&ecirc;tres de mammif&egrave;res, de dinosaures et de plantes, qui t&eacute;moignent de l'&eacute;volution des vert&eacute;br&eacute;s et de la nature des pal&eacute;o-environnements de la p&eacute;riode du Trias.</p>","<p><em>Criterion (viii):</em> The site contains a complete sequence of fossiliferous continental sediments representing the entire Triassic Period (45 million years) of geological history. No other place in the world has a fossil record comparable to that of Ischigualasto-Talampaya which reveals the evolution of vertebrate life and the nature of palaeoenvironments in the Triassic Period.</p>","<p><em>Crit&egrave;re (viii):</em> Le site contient une s&eacute;quence compl&egrave;te de s&eacute;diments continentaux fossilif&egrave;res repr&eacute;sentant l&rsquo;histoire g&eacute;ologique de la p&eacute;riode du Trias dans son entit&eacute; (45 millions d&rsquo;ann&eacute;es). Aucun autre endroit sur Terre n&rsquo;a de gisements fossilif&egrave;res comparables &agrave; ceux d&rsquo;Ischigualasto-Talampaya qui t&eacute;moignent de l&rsquo;&eacute;volution de la vie vert&eacute;br&eacute;e et de la nature des pal&eacute;o-environnements du Trias.</p>",2000,NA,NA,-68,-30,275369,0,0,0,0,0,0,0,1,0,0,"(viii)","Natural","N","Argentina","Argentine","Latin America and the Caribbean","Amérique latine et Caraïbes","ar","arg",0
"15",1159,995,NA,"Jesuit Block and Estancias of Córdoba","Ensemble et les estancias jésuites de Córdoba","<p>The Jesuit Block in C&oacute;rdoba, heart of the former Jesuit Province of Paraguay, contains the core buildings of the Jesuit system: the university, the church and residence of the Society of Jesus, and the college. Along with the five estancias, or farming estates, they contain religious and secular buildings, which illustrate the unique religious, social, and economic experiment carried out in the world for a period of over 150 years in the 17th and 18th centuries.</p>","<p>L'ensemble de C&oacute;rdoba, noyau de l'ancienne province j&eacute;suite du Paraguay, comprend les principaux b&acirc;timents du syst&egrave;me j&eacute;suite : l'universit&eacute;, l'&eacute;glise, la r&eacute;sidence de la Compagnie de J&eacute;sus et le coll&egrave;ge. Avec les cinq &laquo; estancias &raquo;, ils abritent des &eacute;difices religieux et s&eacute;culiers illustrant l'exp&eacute;rience religieuse, sociale et &eacute;conomique sans pr&eacute;c&eacute;dent men&eacute;e &agrave; travers le monde pendant plus de 150 ans, aux XVIIe et XVIIIe si&egrave;cles.</p>","<p><em>Criterion (ii):</em> The Jesuit buildings and ensembles of C&oacute;rdoba and the estancias are exceptional examples of the fusion of European and indigenous values and cultures during a seminal period in South America.</p>
<p><em>Criterion (iv):</em> The religious, social, and economic experiment carried out in South America for over 150 years by the Society of Jesus produced a unique form of material expression, which is illustrated by the Jesuit buildings and ensembles of C&oacute;rdoba and the estancias.</p>","<p><em>Crit&egrave;re (ii):</em> Les &eacute;difices et les ensembles j&eacute;suites de C&oacute;rdoba, et des estancias, sont des exemples exceptionnels de la fusion des valeurs et cultures europ&eacute;ennes et indig&egrave;nes en Am&eacute;rique du sud &agrave; une &eacute;poque d&eacute;terminante.</p>
<p><em>Crit&egrave;re (iv): </em>L&rsquo;exp&eacute;rience religieuse, sociale et &eacute;conomique men&eacute;e en Am&eacute;rique du sud pendant plus de 150 ans par la Compagnie de J&eacute;sus donna naissance &agrave; une forme unique d&rsquo;expression mat&eacute;rielle qui se traduit dans les &eacute;difices et ensembles j&eacute;suites de C&oacute;rdoba et dans les estancias.</p>",2000,NA,NA,-64.19111,-31.42056,38.12,0,1,0,1,0,0,0,0,0,0,"(ii)(iv)","Cultural","C","Argentina","Argentine","Latin America and the Caribbean","Amérique latine et Caraïbes","ar","arg",0
"16",1295,1116,NA,"Quebrada de Humahuaca","Quebrada de Humahuaca","<p>Quebrada de Humahuaca follows the line of a major cultural route, the Camino Inca, along the spectacular valley of the Rio Grande, from its source in the cold high desert plateau of the High Andean lands to its confluence with the Rio Leone some 150 km to the south. The valley shows substantial evidence of its use as a major trade route over the past 10,000 years. It features visible traces of prehistoric hunter-gatherer communities, of the Inca Empire (15th to 16th centuries) and of the fight for independence in the 19th and 20th centuries.</p>","<p>Quebrada de Humahuaca suit un itin&eacute;raire culturel important, le Camino Inca, le long de la spectaculaire vall&eacute;e du Rio Grande, depuis sa source dans les hauts plateaux d&eacute;sertiques et froids des Hautes Andes &agrave; sa confluence avec le Rio Leone, quelque 150 kilom&egrave;tres plus au sud. La vall&eacute;e offre des indices importants de son utilisation comme grande voie commerciale depuis 10 000 ans, et notamment des traces de chasseurs-cueilleurs pr&eacute;historiques, de l&rsquo;Empire inca (XVe-XVIe si&egrave;cle) et des combats pour l&rsquo;ind&eacute;pendance (XIXe-XXe si&egrave;cle).</p>","<p><em>Criterion (ii):</em> The Quebrada de Humahuaca valley has been used over the past 10,000 years as a crucial passage for the transport of people and ideas from the high Andean lands to the plains.</p>
<p><em>Criteria (iv) and (v):</em> The Quebrada de Humahuaca valley reflects the way its strategic position has engendered settlement, agriculture and trade. Its distinctive pre-Hispanic and pre-Incan settlements, as a group with their associated field systems, form a dramatic addition to the landscape and one that can certainly be called outstanding.</p>","<p><em>Crit&egrave;re (ii):</em> La vall&eacute;e Quebrada de Humahuaca a &eacute;t&eacute; utilis&eacute;e sur plus de 10 000 ans en tant que passage essentiel pour le transport des populations et la transmission des id&eacute;es depuis les hautes terres des Andes jusqu&rsquo;aux plaines.</p>
<p><em>Crit&egrave;res (iv) et (v): </em>La vall&eacute;e Quebrada de Humahuaca refl&egrave;te la fa&ccedil;on dont sa position strat&eacute;gique a favoris&eacute; les peuplements, l&rsquo;agriculture et le commerce. Ses peuplements pr&eacute;-hispaniques et pr&eacute;-incas, en tant que groupe avec leurs syst&egrave;mes de champs associ&eacute;s, renforcent de fa&ccedil;on spectaculaire le caract&egrave;re du paysage que l&rsquo;on peut qualifier de remarquable.</p>",2003,NA,NA,-65.34886111,-23.19986111,172116.4375,0,1,0,1,1,0,0,0,0,0,"(ii)(iv)(v)","Cultural","C","Argentina","Argentine","Latin America and the Caribbean","Amérique latine et Caraïbes","ar","arg",0
"17",920,777,"Bis","Monasteries of Haghpat and Sanahin","Monastères de Haghbat et de Sanahin","<p>These two Byzantine monasteries in the Tumanian region from the period of prosperity during the Kiurikian dynasty (10th to 13th century) were important centres of learning. Sanahin was renown for its school of illuminators and calligraphers. The two monastic complexes represent the highest flowering of Armenian religious architecture, whose unique style developed from a blending of elements of Byzantine ecclesiastical architecture and the traditional vernacular architecture of the Caucasian region.</p>","<p>Ces deux monast&egrave;res byzantins situ&eacute;s dans la r&eacute;gion de Tumanian et datant de la p&eacute;riode de prosp&eacute;rit&eacute; de la dynastie de Kiurikian (Xe-XIIIe si&egrave;cle) furent d&rsquo;importants centres de diffusion de la culture. Sanahin &eacute;tait c&eacute;l&egrave;bre pour son &eacute;cole d&rsquo;enluminure et de calligraphie. Les deux complexes monastiques repr&eacute;sentent la plus remarquable manifestation architecturale de l&rsquo;art religieux arm&eacute;nien, n&eacute; de l&rsquo;alliance d&rsquo;&eacute;l&eacute;ments de l&rsquo;architecture religieuse byzantine et de l&rsquo;architecture vernaculaire traditionnelle de cette r&eacute;gion du Caucase.</p>","<p>The Committee decided to inscribe the Monastery of Haghpat on the basis of cultural <em>criteria (ii) and (iv)</em> considering that it is of outstanding universal value and an exceptional example of ecclesiastical architecture that developed in Armenia in the 10th to 13th centuries which is unique by virtue of its blending of elements of both Byzantine church architecture and the traditional vernacular building style of this region.</p>","<p>Le Comit&eacute; a d&eacute;cid&eacute; d'inscrire le monast&egrave;re de Haghbat sur la base des<em> crit&egrave;res culturels (ii) et (iv)</em> , consid&eacute;rant que ce bien est d'une valeur universelle exceptionnelle et constitue un exemple remarquable de l'architecture religieuse qui s'est d&eacute;velopp&eacute;e en Arm&eacute;nie entre le 10&egrave;me et le 13&egrave;me si&egrave;cle. Cette architecture est unique dans la mesure o&ugrave; elle associe des &eacute;l&eacute;ments d'architecture religieuse byzantine et l'architecture vernaculaire typique de cette r&eacute;gion.</p>",1996,"2000",NA,44.71028,41.095,2.65,0,1,0,1,0,0,0,0,0,0,"(ii)(iv)","Cultural","C","Armenia","Arménie","Europe and North America","Europe et Amérique du nord","am","arm",0
"18",1124,960,NA,"Monastery of Geghard and the Upper Azat Valley","Monastère de Gherart et la Haute vallée de l’Azat","<p>The monastery of Geghard contains a number of churches and tombs, most of them cut into the rock, which illustrate the very peak of Armenian medieval architecture. The complex of medieval buildings is set into a landscape of great natural beauty, surrounded by towering cliffs at the entrance to the Azat Valley.</p>","<p>Le monast&egrave;re de Gherart abrite un certain nombre d'&eacute;glises et de tombes &ndash; pour la plupart troglodytes &ndash; repr&eacute;sentatives de l'apog&eacute;e de l'architecture m&eacute;di&eacute;vale arm&eacute;nienne. Cet ensemble de b&acirc;timents m&eacute;di&eacute;vaux situ&eacute; au milieu des escarpements, &agrave; l'entr&eacute;e de la Vall&eacute;e de l'Azat, s'int&egrave;gre &agrave; un paysage d'une grande beaut&eacute; naturelle.</p>","<p><em>Criterion (ii):</em> The monastery of Geghard, with its remarkable rock-cut churches and tombs, is an exceptionally well preserved and complete example of medieval Armenian monastic architecture and decorative art, with many innovatory features which had a profound influence on subsequent developments in the region.</p>","<p><em>Crit&egrave;re (ii):</em> Le monast&egrave;re de Gherart et ses &eacute;glises et tombes remarquables creus&eacute;es &agrave; m&ecirc;me la roche, est un exemple exceptionnellement bien pr&eacute;serv&eacute; et complet de l&rsquo;architecture monastique m&eacute;di&eacute;vale arm&eacute;nienne et de l&rsquo;art ornemental associant de nombreuses caract&eacute;ristiques novatrices qui eurent une profonde influence sur les d&eacute;veloppements ult&eacute;rieurs dans la r&eacute;gion.</p>",2000,NA,NA,44.79667,40.15889,2.7,0,1,0,0,0,0,0,0,0,0,"(ii)","Cultural","C","Armenia","Arménie","Europe and North America","Europe et Amérique du nord","am","arm",0
"19",1181,1011,NA,"Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots","Cathédrale et les églises d’Etchmiadzine et le site archéologique de Zvarnotz","<p>The cathedral and churches of Echmiatsin and the archaeological remains at Zvartnots graphically illustrate the evolution and development of the Armenian central-domed cross-hall type of church, which exerted a profound influence on architectural and artistic development in the region.</p>","<p>La cath&eacute;drale et les &eacute;glises d'Etchmiadzine, ainsi que les vestiges arch&eacute;ologiques de Zvarnotz illustrent de mani&egrave;re vivante l'&eacute;volution et l'&eacute;panouissement de l'&eacute;glise-halle arm&eacute;nienne &agrave; coupole centrale et plan cruciforme, qui ont profond&eacute;ment influenc&eacute; le d&eacute;veloppement architectural et artistique de cette r&eacute;gion.</p>","<p><em>Criterion (ii):</em> The developments in ecclesiastical architecture represented in an outstanding manner by the churches at Echmiatsin and the archaeological site of Zvartnots had a profound influence on church design over a wide region.</p>
<p><em>Criterion (iii):</em> The churches at Echmiatsin and the archaeological site of Zvartnots vividly depict both the spirituality and the innovatory artistic achievement of the Armenian Church from its foundation.</p>","<p><em>Crit&egrave;re (ii):</em> L&rsquo;&eacute;volution de l&rsquo;architecture religieuse, repr&eacute;sent&eacute;e de fa&ccedil;on exceptionnelle par les &eacute;glises d&rsquo;Etchmiadzine et le site arch&eacute;ologique de Zvarnotz, a eu une profonde influence sur la conception des &eacute;glises, et ce dans une vaste r&eacute;gion.</p>
<p><em>Crit&egrave;re (iii):</em> Les &eacute;glises d&rsquo;Etchmiadzine et le site arch&eacute;ologique de Zvarnotz d&eacute;peignent avec force la spiritualit&eacute; et l&rsquo;esprit d&rsquo;innovation artistique qui furent l&rsquo;apanage de l&rsquo;&Eacute;glise arm&eacute;nienne d&egrave;s sa fondation.</p>",2000,NA,NA,44.29514,40.15931,74.3,0,1,1,0,0,0,0,0,0,0,"(ii)(iii)","Cultural","C","Armenia","Arménie","Europe and North America","Europe et Amérique du nord","am","arm",0
"20",1872,147,"Quater","Kakadu National Park","Parc national de Kakadu","<p>This unique archaeological and ethnological reserve, located in the Northern Territory, has been inhabited continuously for more than 40,000 years. The cave paintings, rock carvings and archaeological sites record the skills and way of life of the region&rsquo;s inhabitants, from the hunter-gatherers of prehistoric times to the Aboriginal people still living there. It is a unique example of a complex of ecosystems, including tidal flats, floodplains, lowlands and plateaux, and provides a habitat for a wide range of rare or endemic species of plants and animals.</p>","<p>Le parc constitue une r&eacute;serve arch&eacute;ologique et ethnologique unique au monde car les terres sur lesquelles il s&rsquo;&eacute;tend ont &eacute;t&eacute; habit&eacute;es en permanence depuis 40 000 ans. Des vestiges provenant des chasseurs et des p&ecirc;cheurs du n&eacute;olithique jusqu&rsquo;aux aborig&egrave;nes qui l&rsquo;habitent encore au XXe si&egrave;cle, il pr&eacute;sente une histoire des techniques et des comportements illustr&eacute;e par des peintures et des pictogrammes. C&rsquo;est le meilleur exemple d&rsquo;un ensemble d&rsquo;&eacute;cosyst&egrave;mes, depuis les laisses intertidales jusqu&rsquo;aux plateaux, en passant par les plaines inond&eacute;es et les basses terres, habitats d&rsquo;un grand nombre d&rsquo;esp&egrave;ces rares ou end&eacute;miques de la flore et de la faune.</p>",NA,NA,1981,"19871992",NA,132.8333333,-12.83333333,1980994.92,1,0,0,0,0,1,1,0,1,1,"(i)(vi)(vii)(ix)(x)","Mixed","C/N","Australia","Australie","Asia and the Pacific","Asie et pacifique","au","aus",0
"21",1457,166,"rev","Sydney Opera House","Opéra de Sydney","<p>Inaugurated in 1973, the Sydney Opera House is a great architectural work of the 20th century that brings together multiple strands of creativity and innovation in both architectural form and structural design. A great urban sculpture set in a remarkable waterscape, at the tip of a peninsula projecting into Sydney Harbour, the building has had an enduring influence on architecture. The Sydney Opera House comprises three groups of interlocking vaulted &lsquo;shells&rsquo; which roof two main performance halls and a restaurant. These shell-structures are set upon a vast platform and are surrounded by terrace areas that function as pedestrian concourses. In 1957, when the project of the Sydney Opera House was awarded by an international jury to Danish architect J&oslash;rn Utzon, it marked a radically new approach to construction.</p>","<p>Inaugur&eacute; en 1973, l&rsquo;Op&eacute;ra de Sydney fait partie des &oelig;uvres architecturales majeures du XXe si&egrave;cle. Il associe divers courants innovants tant du point de vue de la forme architecturale que de la conception structurelle. Sculpture urbaine magnifique soigneusement int&eacute;gr&eacute;e dans un remarquable paysage c&ocirc;tier, &agrave; la pointe d&rsquo;une p&eacute;ninsule qui s&rsquo;avance dans le port de Sydney, cet &eacute;difice exerce depuis sa construction une grande influence sur le monde de l&rsquo;architecture. L&rsquo;Op&eacute;ra de Sydney se compose de trois groupes de &laquo; coquilles &raquo; vo&ucirc;t&eacute;es et entrelac&eacute;es qui abritent les deux principaux lieux de repr&eacute;sentation et un restaurant. Les &laquo; coquilles &raquo; dispos&eacute;es sur une vaste plate-forme sont entour&eacute;es de terrasses qui font office de promenades pi&eacute;tonnes. En 1957, la d&eacute;cision prise par un jury international de confier la r&eacute;alisation de l&rsquo;Op&eacute;ra de Sydney &agrave; l&rsquo;architecte danois J&oslash;rn Utzon, a symbolis&eacute; la volont&eacute; d&rsquo;adopter une d&eacute;marche radicalement nouvelle en mati&egrave;re de construction.</p>",NA,NA,2007,NA,"0",151.2152777777,-33.8566666667,5.8,1,0,0,0,0,0,0,0,0,0,"(i)","Cultural","C","Australia","Australie","Asia and the Pacific","Asie et pacifique","au","aus",0
"22",185,167,NA,"Willandra Lakes Region","Région des lacs Willandra","<p>The fossil remains of a series of lakes and sand formations that date from the Pleistocene can be found in this region, together with archaeological evidence of human occupation dating from 45&ndash;60,000 years ago. It is a unique landmark in the study of human evolution on the Australian continent. Several well-preserved fossils of giant marsupials have also been found here.</p>","<p>On trouve dans cette r&eacute;gion les restes fossilis&eacute;s d&rsquo;une s&eacute;rie de lacs et de formations dunaires du pl&eacute;istoc&egrave;ne, ainsi que la preuve arch&eacute;ologique d&rsquo;une occupation humaine il y a de cela 60 000 &agrave; 45 000 ans. C&rsquo;est un jalon unique dans l&rsquo;histoire de l&rsquo;&eacute;volution humaine sur le continent australien. On a d&eacute;couvert &eacute;galement dans la r&eacute;gion plusieurs fossiles de marsupiaux g&eacute;ants bien conserv&eacute;s.</p>",NA,NA,1981,NA,NA,143,-34,240000,0,0,1,0,0,0,0,1,0,0,"(iii)(viii)","Mixed","C/N","Australia","Australie","Asia and the Pacific","Asie et pacifique","au","aus",0
"23",206,186,NA,"Lord Howe Island Group","Îles Lord Howe","<p>A remarkable example of isolated oceanic islands, born of volcanic activity more than 2,000 m under the sea, these islands boast a spectacular topography and are home to numerous endemic species, especially birds.</p>","<p>Remarquable exemple d’îles océaniques isolées, nées d’une activité volcanique sous-marine à plus de 2 000 m de profondeur, ces îles présentent une topographie spectaculaire et abritent de nombreuses espèces endémiques, en particulier d’oiseaux.</p>",NA,NA,1982,NA,NA,159.0883333,-31.56555556,146300,0,0,0,0,0,0,1,0,0,1,"(vii)(x)","Natural","N","Australia","Australie","Asia and the Pacific","Asie et pacifique","au","aus",0
"24",422,368,"bis","Gondwana Rainforests of Australia","Forêts humides Gondwana de l’Australie","<p>This site, comprising several protected areas, is situated predominantly along the Great Escarpment on Australia&rsquo;s east coast. The outstanding geological features displayed around shield volcanic craters and the high number of rare and threatened rainforest species are of international significance for science and conservation.</p>","<p>Ce site, qui comprend plusieurs aires prot&eacute;g&eacute;es, se trouve principalement le long du Grand Escarpement sur la c&ocirc;te est de l&rsquo;Australie. Les caract&eacute;ristiques g&eacute;ologiques exceptionnelles pr&eacute;sentes autour des crat&egrave;res des volcans boucliers et le nombre &eacute;lev&eacute; d&rsquo;esp&egrave;ces rares et menac&eacute;es qu&rsquo;abrite ce site sont d&rsquo;une importance internationale pour la science et la conservation.</p>",NA,NA,1986,"1994",NA,150.05,-28.25,370000,0,0,0,0,0,0,0,1,1,1,"(viii)(ix)(x)","Natural","N","Australia","Australie","Asia and the Pacific","Asie et pacifique","au","aus",0
"25",519,447,"rev","Ulu<U>r</U>u-Kata Tju<U>t</U>a National Park","Parc national d'Ulu<U>r</U>u-Kata Tju<U>t</U>a","<p>This park, formerly called Uluru (Ayers Rock &ndash; Mount Olga) National Park, features spectacular geological formations that dominate the vast red sandy plain of central Australia. Uluru, an immense monolith, and Kata Tjuta, the rock domes located west of Uluru, form part of the traditional belief system of one of the oldest human societies in the world. The traditional owners of Uluru-Kata Tjuta are the Anangu Aboriginal people.</p>","<p>Ce parc, qui s&rsquo;appelait autrefois parc national d&rsquo;Uluru (Ayers Rock-Mont Olga), pr&eacute;sente des formations g&eacute;ologiques spectaculaires qui dominent la vaste plaine sableuse du centre de l&rsquo;Australie. L&rsquo;immense monolithe d&rsquo;Uluru et les d&ocirc;mes rocheux de Kata Tjuta, &agrave; l&rsquo;ouest d&rsquo;Uluru, font partie int&eacute;grante du syst&egrave;me de croyances traditionnelles de l&rsquo;une des plus anciennes soci&eacute;t&eacute;s humaines du monde. Les propri&eacute;taires traditionnels d&rsquo;Uluru-Kata Tjuta appartiennent au peuple aborig&egrave;ne des Anangu.</p>",NA,NA,1987,"1994",NA,131,-25.33333333,132566,0,0,0,0,1,1,1,1,0,0,"(v)(vi)(vii)(viii)","Mixed","C/N","Australia","Australie","Asia and the Pacific","Asie et pacifique","au","aus",0
